file_path,contents,label
/workspaces/codespaces-blank/ransomware_notes_v2/blackmatter/blackmatter.txt,"      ~+                                       
               *       +
         '     BLACK        |
     ()    .-.,='``'=.    - o -         
           '=/_       \     |           
        *   |  '=._    |                
             \     `=./`,        '    
          .   '=.__.=' `='      *
 +             Matter        +
      O      *        '       .

>>> What happens?
   Your network is encrypted, and currently not operational. 
   We need only money, after payment we will give you a decryptor for the entire network and you will restore all the data.

>>> What guarantees? 
   We are not a politically motivated group and we do not need anything other than your money. 
   If you pay, we will provide you the programs for decryption and we will delete your data. 
   If we do not give you decrypters or we do not delete your data, no one will pay us in the future, this does not comply with our goals. 
   We always keep our promises.

>>> How to contact with us? 
   1. Download and install TOR Browser (https://www.torproject.org/).
   2. Open http://supp24yy6a66hwszu2piygicgwzdtbwftb76htfj7vnip3getgqnzxid.onion/.
  
>>> Warning! Recovery recommendations.  
   We strongly recommend you to do not MODIFY or REPAIR your files, that will damage them.
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/karakurt/alert!.txt,"Ok, you are reading this - so it means that we have your attention.
Here's the deal :
1. We breached your internal network and took control over all of your systems.
2. We analyzed and located each piece of more-or-less important files while spending weeks inside.
3. We exfiltrated anything we wanted (the total size of taken data is 1000 (!!!) GB BUT it is very sensitive and very confidential. Our team attacked you pointwise)



You can find full listing of taken files in attached file.



FAQ:
- Who the hell are you?
- The Karakurt Team. Pretty skilled hackers I guess.



- WHY ARE YOU DOING THIS?!??
- Our motivation is purely financial.



- We are going to report this to law enforcement.
- You surely can, but be ready that they will confiscate most of your IT infrastructure, and even if you later change your mind and decide to pay - they will not let you.



- Who else already knows about the breach?
- Me and You who received the same message the same way. Nobody else. For now.



- What if I tell you that I do not care and I am going to ignore this incident.
- That's a very bad choice. If you will not contact us in a timely manner (by 07.08.2022) we will start notifying your employees, clients, partners, subcontractors and any other persons that should know how you treat your own corporate secrets and theirs.



- What if I will not contact you even after it?
- Then we shall move forward and start contacting your business competitors and list of anonymous inside traders we deal with, to find out if they are going to pay us for your data. When the list of the people who is interested in such data is formed - the closed online auction starts.



- Nobody will buy what you took! I do not believe you!
- If the auction fails - we will just leak everything online, making sure that this leak goes straight to the press. We will make sure that your business will bleed by using any power we have in our possession, both social and technical.



- What happens if I pay?
- Nothing bad will happen.
We will remove everything we took from your network and leave you be.
We will provide confirmation that the data is deleted.
We will help you to close technical vulnerabilities you have and provide some insight on how to avoid such incidents if some other perpetrator is interested in you.
We will never tell anybody about it.



- We understand. We are ready to move forward.
- You will find the Access Code at the end of this file, you will need this one to get in contact with us for further instructions



To contact us using this ID you should do the following :
1. Download Tor browser - https://www.torproject.org and install it.
2. Open link in TOR browser - https://omx5iqrdbsoitf3q4xexrqw5r5tfw7vp3vl3li3lfo7saabxazshnead.onion
3. Insert Access Code  inside the field on the page and click Enter.
4. The chat window will open and we will be able to communicate through a secured channel.



This link is available via ""Tor Browser"" only!
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/karakurt/!_karakurt_READ_ME_!.txt,"=====================================================================
Welcome, this is karakurt team.
=====================================================================
Your network has been breached.

Internal documents and files were stolen.
=====================================================================
PLEASE READ THIS SO YOU CAN CONTACT US!
=====================================================================

Ok, you are reading this - so it means that we have your attention. 
Here's the deal :
1. We breached your internal network and took control over all of your systems.
2. We analyzed and located each piece of more-or-less important files while spending weeks inside.
3. We exfiltrated anything we wanted (the total size of taken data exeeds !200GB!).

You can see the full file-tree of downloaded files near to our note. (file-tree.zip)

You can choose any two files from file-tree and we will provide them to you in confirmation that we have them.

Also, if necessary, we can return your files back after payment.

FAQ:
- Who the hell are you?
- Pretty skilled hackers I guess.

- WHY ARE YOU DOING THIS?!?? 
- Our motivation is purely financial.

- We are going to report this to law enforcement.
- You surely can, but be ready that they will confiscate most of your IT infrastructure, and even if you will later change your mind and decide to pay - they will not let you.

- Who else already knows about the breach?
- Me, You, Nobody else. For now.

- What if I tell you that I do not care and going to ignore this incident.
- That's a very bad choice. If you will not contact us in a timely manner we will start notifying your employees, clients, partners, subcontractors and any other persons that should know how you treat your own corporate secrets and theirs.

- What if I will not contact you even after it?
- Than we shall move forward and start contacting your business competitors and list of anonymous inside traders we deal with, to find out if they are going to pay us for your data. When the list of the people who is interested in such data is formed - the closed online auction starts.

- Noone will buy what you took! I do not believe you!
- If the auction fails - we will just leak everything online, making sure that this leak goes straight to the press. We will make sure that your business will bleed by using any power we have in our posession, both social and technical.

- What happens if I pay?
- Nothing bad will happen. 
	We will remove everything we took from your network and leave you be.
	We will provide the confirmation that the data is deleted.
	We will help you to close technical vulnerabilities you have and provide some insight on how to avoid such incidents if some other perpetrator is interested in you.
	We will never tell anybody about it.

- We understand. We are ready to move forward.
- You will find the Access Code at the end of this file, you will need this one to get in contact with us for further instructions.

To contact us using this ID you should do the following :
1. Download Tor browser - https://www.torproject.org and install it.
2. Open link in TOR browser - https://omx5iqrdbsoitf3q4xexrqw5r5tfw7vp3vl3li3lfo7saabxazshnead.onion
3. Insert Access Code inside the field on the page and click Enter.
4. The chat window will open and we will be able to communicate through a secured channel.

This link is available via ""Tor Browser"" only!

-------ACCESS CODE-------

-------ACCESS CODE-------
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/tommyleaks/TommyLeaks_Readme.txt,"---

Hi dears! This is TommyLeaks team and it is pleasure for us to inform you that your company network has been breached. We have stolen your files and documents and exfiltrated only the most sensitive and useful information from that.

First of all, remain calm and do not undertake any hasty actions at that moment if you want to save your reputation and avoid any bad scenarios:
- do not go to the authorities. They will perhaps confiscate your PCs and other IT equipment and will not prevent the process of your data leaking (hundred percent);
- do not contact any recovery agencies. They will just make money from your incident and of course try to cheat you. You will not save money at this case. It is better and cheaper for you to communicate with us on your own.

We're here not to rob you and won't be trying to intimidate you, we're just interested in helping you to rebuild your security infrastructure and be safe further. But of course our services cost money. How much? Will be known once we check your finance. We aren't going to ask for too much, so please do not try to bargain with us with no worthy arguments. Remember that all your files are in front of us.

As for the guarantees, we are committed to provide you with deletion log, breach report and other necessary materials once we receive the payment. We work for reputation and do not want some victim to spread any bad gossips about us or something, so be sure that the deal will be clean and honest. We guarantee that we will not attack your network again after payment but we will return in case deal falling through.

Once you are ready to move to the payment stage, there are some recommendations on how to do this securely:
- if you go to the bank to take a loan or just withdraw your funds, tell the bank that you need this money for the investment purposes only;
- if you have some troubles gaining bitcoins, just go to any exchange platform (coinbase.com, for instance) or a local broker to buy BTC from them for cash. That way no authorities or researchers do not trace your bank transfers. You may also go to the third party person who may make a transfer instead of you. 

So, that's it. And finally to contact us use this link - https://xir242nunyist4d7ksfnfmhnjx4gvqbuzo7eax4o3abqjesbxjshh4qd.onion/
You have to open the link only in TOR Browser (download it here: https://www.torproject.org). Then insert your password -  - inside the field on the page and we will be able to communicate securely.

Please do not waste time because now it plays againts you.

---",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/briancipher/brian2.txt,"\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\Welcome to Brain Cipher Ransomware!\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\Dear managers!\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\If you're reading this, it means your systems have been hacked and encrypted and your data stolen.\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\The most proper way to safely recover your data is through our support. We can recover your systems within 4-6 hours.\\\\\\
\\\\\\\\\\\\\In order for it to be successful, you must follow a few points:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\1.Don't go to the police, etc.\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\2.Do not attempt to recover data on your own.\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\3.Do not take the help of third-party data recovery companies.\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\In most cases, they are scammers who will pay us a ransom and take a % for themselves.\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\If you violate any 1 of these points, we will refuse to cooperate with you!!!\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\
\\		ATTENTION!!!	 If you do not contact us within 48 hours, we will post the record on our website:
\\
\\					
\\					http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/
\\
\\
\\
\\                                                    3 steps to data recovery:    
\\
\\                                                             
\\					1. Download and install Tor Browser (https://www.torproject.org/download/)
\\			
\\                                      2. Go to our support page: http://mybmtbgd7aprdnw2ekxht5qap5daam2wch25coqerrq2zdioanob34ad.onion
\\							******* This page can take up to 30 minutes to load.
\\
\\                                      3. Enter your encryption ID: 
\\
\\
\\					Email to support: brain.support@cyberfear.com
\\
\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
 _               _       
| |             (_)      
| |__  _ __ __ _ _ _ __  
| '_ \| '__/ _` | | '_ \ 
| |_) | | | (_| | | | | |
|_.__/|_|  \__,_|_|_| |_| 
  ,--""""-.
 (_,=-   )
   `---#{
        `}",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/briancipher/[id].README.txt,"***
Welcome to Brain Cipher Ransomware!
***
Dear managers!
If you're reading this, it means your systems have been hacked and encrypted and your data stolen.


***

The most proper way to safely recover your data is through our support. We can recover your systems within 4-6 hours.
In order for it to be successful, you must follow a few points:

1.Don't go to the police, etc.
2.Do not attempt to recover data on your own.
3.Do not take the help of third-party data recovery companies.
In most cases, they are scammers who will pay us a ransom and take a for themselves.

***

If you violate any 1 of these points, we will refuse to cooperate with you!!!



                                                    3 steps to data recovery:    
                                                             
					1. Download and install Tor Browser (https://www.torproject.org/download/)
			
                                      2. Go to our support page: http://mybmtbgd7aprdnw2ekxht5qap5daam2wch25coqerrq2zdioanob34ad.onion

                                      3. Enter your encryption ID: 


					Email to support: brain.support@cyberfear.com",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/h0lygh0st/h0lygh0st.html,"<html>
<head>
<style>
display: block
margin-left: auto
margin-right: auto
text-align:center
</style>
<img src=""https://cloud-ex42.usaupload.com/cache/plugins/filepreviewer/374400/e13cb2db4180993642e2a5b800ec86206e0a0a4885349964868ad20c14f04ceb/1100x800_cropped.jpg"" alt=""H0lyGh0st"" style=""width:20%
</head>
<body>
<h1>Please Read this text to decrypt all files encrypted.</h1>
<p>We have uploaded all files to cloud. Url: <b><a href=https://.com/5YYK/prime.7z></a></b></p>
<p>Don't worry, you can return all of your files immediately if you pay.</p>
<p>If you want to restore all of your files, Send mail to <b>%s</b> with your Id. Your ID is <b>%s</b></p>
<p>Or install tor browser and contact us with your id or <b>company name</b>(If all of pcs in your company are encrypted).</p>
<p>Our site : <b><a href=%s>H0lyGh0stWebsite</a></b></p>
<h1>Our Service</h1>
<p>After you pay, We will send unlocker with decryption key</p>
<h1>Attention
<p><b>1. Do not rename encrypted files.</b></p>
<p><b>2. Do not try to decrypt your data using third party software, it may cause permanent data loss.</b></p>
<p><b>3. Decryption of your files with the help of third parties may cause increase price.</b></p>
<p><b>4. Antivirus may block our unlocker, So disable antivirus first and execute unlocker with decryption key.</b></p>
</body>
</html>
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/nokoyawa/AWAYOKON-readme.txt,"Nokoyawa.

If you see this, your files were successfully encrypted.
We advice you not to search free decryption method.
It's impossible. We are using symmetrical and asymmetric encryption.

ATTENTION:
	- Don't rename encrypted files.
	- Don't change encrypted files.
	- Don't use third party software.
	
To reach an agreement we offer you to visit our Onion Website.
How to open Onion links:
	- Download TOR Browser from official website.
	- Open and enter this link:
		http://6yofnrq7evqrtz3tzi3dkbrdovtywd35lx3iqbc5dyh367nrdh4jgfyd.onion/pay/
	- On the page you will see a chat with the Support.
	- Send your first message.
	
The faster you contact with us the faster you will get a solution.
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/nokoyawa/nokoyawa.txt,"Dear %username%, your files were encrypted, some are compromised.
Be sure, you can't restore it without our help.
You need a private key that only we have.
Contact us to reach an agreement or we will leak your black shit to media.
You will need to download TOR Browser.
After installation open this link and contact with support:
http://lirncvjfmdhv6samxvvlohfqx7jklfxoxj7xn3fh7qeabs3taemdsdqd.onion/pay
id=
Be careful with your messages or you will never get your files back.
",ransom
/workspaces/codespaces-blank/ransomware_notes_v2/icefire/iFire-readme.txt,"********************Your network has been infected!!!********************

IMPORTANT : DO NOT DELETE THIS FILE UNTIL ALL YOUR DATA HAVE BEEN RECOVERED!!!

All your important files have been encrypted. Any attempts to restore your files with thrid-party software will be fatal for your files! Restore your data posible only buying private key from us. We have also downloaded a lot of private data from your network. If you do not contact us in a 5 days, we will post information about your breach on our public news webs.

You should get more information on our page, which is located in a Tor hidden network.
1.Download Tor browser - https://www.torproject.org/
2.Install Tor browser
3.Open link in Tor browser : nxx3cy6aee2s53v7v5pxrfv7crfssw7hmgejbj47cv6xuak3bgncllqd.onion
4.Follow the instructions on this page

Your account on our website
*************************************************************************
username:	
password:	

ATTENTION:
1.Do not try to recover files yourself, this process can damage your data and recovery will become impossible.
2.Do not waste time trying to find the solution on the internet. The longer you wait, the higher will become the decryption key price.
3.Tor Browser may be blocked in your country or corporate network. Use Tor Browser over VPN.
",ransom
